transaction_id,user_id,amount,timestamp,type,region,is_fraud
TXN02634,USR410,27358.06,2025-03-10 19:00:00,deposit,Cape Town,0
TXN02635,USR531,41910.03,2025-03-14 08:00:00,withdrawal,Lagos,0
TXN02636,USR639,42993.14,2025-03-16 07:00:00,withdrawal,Nairobi,0
TXN02637,USR855,8071.21,2025-03-11 16:00:00,withdrawal,Lagos,0
TXN02638,USR778,29569.08,2025-03-01 15:00:00,deposit,Nairobi,0
TXN02639,USR683,8486.21,2025-03-05 16:00:00,payment,Cape Town,0
TXN02640,USR585,27927.64,2025-03-14 09:00:00,deposit,Cape Town,0
TXN02641,USR965,9132.28,2025-03-18 08:00:00,deposit,Cape Town,0
TXN02642,USR160,11311.48,2025-03-10 03:00:00,payment,Cape Town,0
TXN02643,USR979,6757.21,2025-03-01 12:00:00,deposit,Nairobi,0
TXN02644,USR331,9794.85,2025-03-09 18:00:00,deposit,Cape Town,0
TXN02645,USR487,11394.06,2025-03-03 13:00:00,payment,Lagos,0
TXN02646,USR775,7458.42,2025-03-10 06:00:00,payment,Nairobi,0
TXN02647,USR723,18589.49,2025-03-05 13:00:00,deposit,Nairobi,0
TXN02648,USR355,32130.32,2025-03-12 17:00:00,payment,Lagos,1
TXN02649,USR828,41387.55,2025-03-25 21:00:00,payment,Lagos,1
TXN02650,USR787,37851.2,2025-03-17 14:00:00,deposit,Lagos,0
TXN02651,USR903,33932.2,2025-03-26 15:00:00,withdrawal,Cape Town,1
TXN02652,USR500,49426.69,2025-03-29 02:00:00,payment,Cape Town,0
TXN02653,USR777,14864.78,2025-03-18 19:00:00,payment,Cape Town,0
TXN02654,USR525,6716.75,2025-03-17 05:00:00,payment,Lagos,0
TXN02655,USR616,26430.5,2025-03-27 03:00:00,payment,Lagos,0
TXN02656,USR956,32869.84,2025-03-18 02:00:00,payment,Lagos,0
TXN02657,USR647,6816.18,2025-03-17 22:00:00,withdrawal,Lagos,0
TXN02658,USR889,15949.79,2025-03-16 02:00:00,deposit,Lagos,0
TXN02659,USR293,40652.43,2025-03-09 22:00:00,deposit,Nairobi,1
TXN02660,USR774,28007.68,2025-03-09 20:00:00,payment,Nairobi,0
TXN02661,USR559,12208.48,2025-03-05 03:00:00,deposit,Lagos,0
TXN02662,USR201,2906.7,2025-03-14 03:00:00,withdrawal,Cape Town,0
TXN02663,USR681,15351.97,2025-03-10 03:00:00,payment,Lagos,0
TXN02664,USR551,21893.48,2025-03-30 17:00:00,deposit,Cape Town,0
TXN02665,USR334,5449.24,2025-03-25 04:00:00,deposit,Nairobi,0
TXN02666,USR839,10311.87,2025-03-14 02:00:00,withdrawal,Cape Town,0
TXN02667,USR500,28945.15,2025-03-19 22:00:00,withdrawal,Nairobi,0
TXN02668,USR636,5134.46,2025-03-06 14:00:00,withdrawal,Lagos,0
TXN02669,USR118,32594.02,2025-03-12 23:00:00,withdrawal,Cape Town,0
TXN02670,USR843,1780.1,2025-03-26 17:00:00,withdrawal,Lagos,0
TXN02671,USR228,13554.76,2025-03-30 17:00:00,payment,Cape Town,0
TXN02672,USR911,43880.88,2025-03-20 22:00:00,deposit,Lagos,0
TXN02673,USR738,40403.89,2025-03-30 05:00:00,payment,Lagos,0
TXN02674,USR646,18243.82,2025-03-12 04:00:00,deposit,Nairobi,0
TXN02675,USR133,24368.4,2025-03-18 03:00:00,payment,Cape Town,0
TXN02676,USR551,43867.81,2025-03-15 04:00:00,withdrawal,Nairobi,0
TXN02677,USR758,28406.07,2025-03-04 09:00:00,payment,Nairobi,0
TXN02678,USR945,10162.12,2025-03-24 23:00:00,withdrawal,Nairobi,0
TXN02679,USR938,13979.07,2025-03-26 23:00:00,deposit,Cape Town,0
TXN02680,USR177,35577.12,2025-03-21 10:00:00,payment,Cape Town,1
TXN02681,USR356,18411.42,2025-03-02 08:00:00,payment,Lagos,0
TXN02682,USR534,25210.77,2025-03-23 15:00:00,payment,Lagos,0
TXN02683,USR479,32356.24,2025-03-02 08:00:00,payment,Nairobi,1
TXN02684,USR619,41766.27,2025-03-14 03:00:00,deposit,Nairobi,1
TXN02685,USR944,45157.47,2025-03-30 03:00:00,deposit,Nairobi,0
TXN02686,USR673,16854.77,2025-03-10 20:00:00,deposit,Cape Town,0
TXN02687,USR100,43373.93,2025-03-11 22:00:00,withdrawal,Cape Town,0
TXN02688,USR896,15742.56,2025-03-29 01:00:00,withdrawal,Lagos,0
TXN02689,USR696,31930.33,2025-03-12 06:00:00,payment,Cape Town,1
TXN02690,USR550,49502.79,2025-03-08 03:00:00,deposit,Cape Town,1
TXN02691,USR563,21942.95,2025-03-04 03:00:00,deposit,Cape Town,0
TXN02692,USR113,24615.86,2025-03-04 06:00:00,withdrawal,Lagos,0
TXN02693,USR391,29256.45,2025-03-09 02:00:00,withdrawal,Nairobi,0
TXN02694,USR367,25181.0,2025-03-05 16:00:00,payment,Lagos,0
TXN02695,USR953,14223.7,2025-03-06 03:00:00,withdrawal,Nairobi,0
TXN02696,USR977,47117.15,2025-03-13 19:00:00,withdrawal,Lagos,0
TXN02697,USR654,33834.18,2025-03-06 11:00:00,deposit,Cape Town,0
TXN02698,USR526,3129.76,2025-03-26 15:00:00,deposit,Cape Town,0
TXN02699,USR501,40815.44,2025-03-03 03:00:00,payment,Lagos,0
TXN02700,USR546,17475.4,2025-03-29 04:00:00,deposit,Cape Town,0
TXN02701,USR339,17448.16,2025-03-15 12:00:00,withdrawal,Nairobi,0
TXN02702,USR543,43345.32,2025-03-12 00:00:00,payment,Cape Town,0
TXN02703,USR412,14122.21,2025-03-08 23:00:00,payment,Lagos,0
TXN02704,USR162,30674.56,2025-03-01 19:00:00,payment,Lagos,1
TXN02705,USR622,20888.32,2025-03-28 07:00:00,payment,Lagos,0
TXN02706,USR597,45692.7,2025-03-13 14:00:00,withdrawal,Lagos,0
TXN02707,USR933,40298.61,2025-03-16 05:00:00,payment,Nairobi,0
TXN02708,USR198,8485.77,2025-03-27 02:00:00,withdrawal,Nairobi,0
TXN02709,USR148,30764.11,2025-03-26 09:00:00,withdrawal,Lagos,0
TXN02710,USR826,24127.36,2025-03-08 16:00:00,withdrawal,Lagos,0
TXN02711,USR870,38993.34,2025-03-06 11:00:00,payment,Cape Town,1
TXN02712,USR554,36074.62,2025-03-25 19:00:00,withdrawal,Lagos,1
TXN02713,USR845,7011.0,2025-03-04 12:00:00,payment,Nairobi,0
TXN02714,USR858,11109.26,2025-03-18 08:00:00,withdrawal,Nairobi,0
TXN02715,USR217,23978.99,2025-03-20 09:00:00,deposit,Nairobi,0
TXN02716,USR758,24180.66,2025-03-30 15:00:00,withdrawal,Lagos,0
TXN02717,USR943,46845.63,2025-03-06 22:00:00,payment,Lagos,0
TXN02718,USR726,13834.38,2025-03-19 02:00:00,withdrawal,Nairobi,0
TXN02719,USR320,41181.32,2025-03-24 21:00:00,payment,Nairobi,0
TXN02720,USR620,27651.71,2025-03-15 04:00:00,payment,Cape Town,0
TXN02721,USR417,33089.93,2025-03-30 04:00:00,withdrawal,Nairobi,0
TXN02722,USR771,8876.12,2025-03-17 20:00:00,deposit,Lagos,0
TXN02723,USR983,21949.34,2025-03-03 02:00:00,payment,Lagos,0
TXN02724,USR190,20695.31,2025-03-21 12:00:00,withdrawal,Nairobi,0
TXN02725,USR249,33934.07,2025-03-24 22:00:00,withdrawal,Lagos,0
TXN02726,USR230,49415.52,2025-03-22 17:00:00,deposit,Nairobi,0
TXN02727,USR965,38928.18,2025-03-19 12:00:00,withdrawal,Lagos,0
TXN02728,USR672,33167.33,2025-03-06 05:00:00,payment,Cape Town,0
TXN02729,USR690,26114.0,2025-03-25 22:00:00,payment,Nairobi,0
TXN02730,USR116,34941.41,2025-03-20 18:00:00,payment,Cape Town,0
TXN02731,USR443,10991.92,2025-03-04 21:00:00,withdrawal,Nairobi,0
TXN02732,USR796,7563.01,2025-03-01 22:00:00,withdrawal,Cape Town,0
TXN02733,USR327,47342.44,2025-03-15 21:00:00,deposit,Lagos,1
TXN02734,USR176,32625.36,2025-03-30 09:00:00,deposit,Nairobi,0
TXN02735,USR742,33985.47,2025-03-20 17:00:00,payment,Lagos,0
TXN02736,USR433,8650.96,2025-03-13 15:00:00,withdrawal,Nairobi,0
TXN02737,USR234,13111.95,2025-03-19 01:00:00,payment,Nairobi,0
TXN02738,USR925,24950.6,2025-03-28 11:00:00,payment,Cape Town,0
TXN02739,USR271,14085.3,2025-03-01 08:00:00,withdrawal,Lagos,0
TXN02740,USR923,38296.41,2025-03-07 20:00:00,payment,Nairobi,0
TXN02741,USR531,28658.73,2025-03-16 16:00:00,payment,Cape Town,0
TXN02742,USR264,19823.7,2025-03-13 11:00:00,withdrawal,Nairobi,0
TXN02743,USR182,47011.72,2025-03-14 07:00:00,payment,Lagos,0
TXN02744,USR838,36845.59,2025-03-26 08:00:00,deposit,Nairobi,0
TXN02745,USR941,41529.92,2025-03-08 00:00:00,payment,Nairobi,0
TXN02746,USR136,44104.67,2025-03-05 12:00:00,withdrawal,Cape Town,0
TXN02747,USR562,27032.72,2025-03-02 09:00:00,withdrawal,Lagos,0
TXN02748,USR759,37284.35,2025-03-10 04:00:00,payment,Nairobi,0
TXN02749,USR763,33250.61,2025-03-12 08:00:00,deposit,Cape Town,0
TXN02750,USR285,36137.11,2025-03-06 03:00:00,payment,Nairobi,1
TXN02751,USR630,45933.31,2025-03-24 17:00:00,deposit,Nairobi,1
TXN02752,USR125,4710.43,2025-03-17 09:00:00,withdrawal,Lagos,0
TXN02753,USR545,46526.73,2025-03-10 06:00:00,payment,Cape Town,0
TXN02754,USR111,43469.74,2025-03-04 08:00:00,deposit,Nairobi,1
TXN02755,USR669,14970.6,2025-03-26 12:00:00,payment,Lagos,0
TXN02756,USR932,1393.38,2025-03-15 17:00:00,payment,Nairobi,0
TXN02757,USR870,40767.46,2025-03-12 21:00:00,withdrawal,Cape Town,0
TXN02758,USR682,3704.47,2025-03-09 00:00:00,deposit,Nairobi,0
TXN02759,USR118,21827.33,2025-03-25 16:00:00,deposit,Cape Town,0
TXN02760,USR863,24204.63,2025-03-03 01:00:00,withdrawal,Nairobi,0
TXN02761,USR738,24761.06,2025-03-04 08:00:00,withdrawal,Nairobi,0
TXN02762,USR897,44593.46,2025-03-01 14:00:00,payment,Nairobi,1
TXN02763,USR504,13473.16,2025-03-23 21:00:00,deposit,Nairobi,0
TXN02764,USR816,13819.39,2025-03-06 23:00:00,payment,Cape Town,0
TXN02765,USR904,16209.8,2025-03-16 12:00:00,deposit,Nairobi,0
TXN02766,USR389,9657.41,2025-03-24 14:00:00,deposit,Lagos,0
TXN02767,USR387,20822.99,2025-03-12 03:00:00,withdrawal,Cape Town,0
TXN02768,USR562,13680.84,2025-03-07 02:00:00,withdrawal,Lagos,0
TXN02769,USR425,19854.7,2025-03-05 15:00:00,withdrawal,Nairobi,0
TXN02770,USR547,19941.95,2025-03-04 16:00:00,payment,Cape Town,0
TXN02771,USR631,6894.65,2025-03-13 09:00:00,deposit,Lagos,0
TXN02772,USR326,1254.75,2025-03-03 14:00:00,withdrawal,Nairobi,0
TXN02773,USR119,10864.57,2025-03-02 05:00:00,payment,Cape Town,0
TXN02774,USR858,31494.43,2025-03-03 13:00:00,payment,Nairobi,1
TXN02775,USR436,26359.14,2025-03-16 20:00:00,deposit,Cape Town,0
TXN02776,USR752,30356.35,2025-03-11 09:00:00,payment,Cape Town,0
TXN02777,USR394,22598.98,2025-03-19 23:00:00,deposit,Nairobi,0
TXN02778,USR637,22123.39,2025-03-15 06:00:00,withdrawal,Cape Town,0
TXN02779,USR395,6889.69,2025-03-27 12:00:00,deposit,Cape Town,0
TXN02780,USR185,38562.81,2025-03-24 11:00:00,payment,Lagos,1
TXN02781,USR498,7157.69,2025-03-05 20:00:00,payment,Nairobi,0
TXN02782,USR258,20727.18,2025-03-24 22:00:00,withdrawal,Lagos,0
TXN02783,USR719,13357.11,2025-03-29 04:00:00,deposit,Lagos,0
TXN02784,USR988,18777.89,2025-03-20 10:00:00,deposit,Lagos,0
TXN02785,USR433,38201.4,2025-03-18 04:00:00,withdrawal,Lagos,0
TXN02786,USR381,38113.82,2025-03-14 13:00:00,deposit,Cape Town,0
TXN02787,USR377,15331.85,2025-03-10 06:00:00,payment,Lagos,0
TXN02788,USR581,27556.35,2025-03-04 00:00:00,withdrawal,Cape Town,0
TXN02789,USR434,44570.24,2025-03-07 08:00:00,deposit,Cape Town,0
TXN02790,USR980,5052.25,2025-03-26 11:00:00,withdrawal,Lagos,0
TXN02791,USR871,42476.48,2025-03-23 15:00:00,payment,Lagos,0
TXN02792,USR683,35581.63,2025-03-14 00:00:00,withdrawal,Nairobi,0
TXN02793,USR530,15702.52,2025-03-19 06:00:00,payment,Cape Town,0
TXN02794,USR434,48867.07,2025-03-18 04:00:00,deposit,Cape Town,1
TXN02795,USR112,27306.12,2025-03-25 21:00:00,payment,Lagos,0
TXN02796,USR253,18046.36,2025-03-19 01:00:00,deposit,Nairobi,0
TXN02797,USR921,27773.17,2025-03-18 03:00:00,payment,Cape Town,0
TXN02798,USR882,37778.99,2025-03-02 05:00:00,deposit,Cape Town,0
TXN02799,USR691,10587.57,2025-03-12 16:00:00,deposit,Cape Town,0
TXN02800,USR318,49243.11,2025-03-30 22:00:00,deposit,Nairobi,1
TXN02801,USR859,22151.13,2025-03-06 23:00:00,deposit,Cape Town,0
TXN02802,USR206,23688.37,2025-03-23 03:00:00,deposit,Lagos,0
TXN02803,USR921,14500.35,2025-03-06 20:00:00,payment,Lagos,0
TXN02804,USR396,5799.36,2025-03-14 17:00:00,payment,Lagos,0
TXN02805,USR707,11200.56,2025-03-10 11:00:00,payment,Cape Town,0
TXN02806,USR424,46709.0,2025-03-23 02:00:00,payment,Lagos,0
TXN02807,USR276,8582.85,2025-03-25 17:00:00,payment,Cape Town,0
TXN02808,USR838,44423.39,2025-03-05 12:00:00,payment,Lagos,1
TXN02809,USR186,45911.72,2025-03-22 15:00:00,deposit,Lagos,0
TXN02810,USR824,27950.69,2025-03-23 12:00:00,withdrawal,Lagos,0
TXN02811,USR950,25685.39,2025-03-17 06:00:00,payment,Nairobi,0
TXN02812,USR614,10365.03,2025-03-27 11:00:00,deposit,Lagos,0
TXN02813,USR898,23447.58,2025-03-03 12:00:00,payment,Lagos,0
TXN02814,USR489,7284.53,2025-03-13 06:00:00,deposit,Nairobi,0
TXN02815,USR299,30845.4,2025-03-10 08:00:00,deposit,Cape Town,1
TXN02816,USR753,26084.94,2025-03-27 23:00:00,deposit,Cape Town,0
TXN02817,USR157,25840.06,2025-03-02 10:00:00,deposit,Lagos,0
TXN02818,USR501,11434.14,2025-03-18 04:00:00,withdrawal,Lagos,0
TXN02819,USR761,20504.78,2025-03-17 23:00:00,payment,Nairobi,1
TXN02820,USR509,32573.4,2025-03-06 12:00:00,deposit,Nairobi,0
TXN02821,USR816,34375.86,2025-03-09 19:00:00,payment,Nairobi,0
TXN02822,USR316,10347.0,2025-03-02 09:00:00,deposit,Cape Town,0
TXN02823,USR307,20394.87,2025-03-21 01:00:00,deposit,Lagos,0
TXN02824,USR687,6467.99,2025-03-20 14:00:00,withdrawal,Nairobi,0
TXN02825,USR254,38342.5,2025-03-05 07:00:00,deposit,Nairobi,1
TXN02826,USR448,5445.28,2025-03-17 12:00:00,withdrawal,Nairobi,0
TXN02827,USR579,32209.71,2025-03-19 01:00:00,payment,Lagos,0
TXN02828,USR728,29914.5,2025-03-15 10:00:00,payment,Cape Town,0
TXN02829,USR719,22721.77,2025-03-07 06:00:00,payment,Nairobi,0
TXN02830,USR103,32287.25,2025-03-14 22:00:00,payment,Nairobi,0
TXN02831,USR454,37087.75,2025-03-29 09:00:00,withdrawal,Nairobi,1
TXN02832,USR516,37875.17,2025-03-28 06:00:00,deposit,Lagos,0
TXN02833,USR219,9446.92,2025-03-17 15:00:00,payment,Lagos,0
TXN02834,USR970,14423.36,2025-03-21 23:00:00,payment,Nairobi,1
TXN02835,USR724,5750.49,2025-03-16 19:00:00,payment,Lagos,0
TXN02836,USR895,16408.72,2025-03-05 15:00:00,withdrawal,Lagos,0
TXN02837,USR337,3231.24,2025-03-27 21:00:00,withdrawal,Nairobi,0
TXN02838,USR370,43246.44,2025-03-16 17:00:00,payment,Lagos,1
TXN02839,USR535,45859.4,2025-03-10 06:00:00,deposit,Cape Town,1
TXN02840,USR237,35614.41,2025-03-03 17:00:00,deposit,Cape Town,0
TXN02841,USR759,30606.77,2025-03-06 16:00:00,withdrawal,Lagos,0
TXN02842,USR995,39086.64,2025-03-29 21:00:00,withdrawal,Lagos,0
TXN02843,USR401,43873.08,2025-03-02 00:00:00,payment,Lagos,0
TXN02844,USR642,34821.16,2025-03-15 23:00:00,payment,Nairobi,0
TXN02845,USR445,17126.69,2025-03-01 08:00:00,payment,Nairobi,0
TXN02846,USR995,30458.21,2025-03-08 13:00:00,payment,Nairobi,0
TXN02847,USR276,38697.58,2025-03-06 12:00:00,deposit,Cape Town,0
TXN02848,USR682,5731.91,2025-03-25 22:00:00,withdrawal,Nairobi,0
TXN02849,USR608,9195.3,2025-03-11 02:00:00,payment,Nairobi,0
TXN02850,USR449,17265.22,2025-03-27 20:00:00,deposit,Nairobi,0
TXN02851,USR936,46951.39,2025-03-13 06:00:00,payment,Lagos,0
TXN02852,USR807,26491.72,2025-03-13 10:00:00,withdrawal,Nairobi,0
TXN02853,USR268,41817.5,2025-03-16 06:00:00,deposit,Lagos,0
TXN02854,USR141,4225.14,2025-03-02 08:00:00,payment,Nairobi,0
TXN02855,USR546,33111.02,2025-03-27 00:00:00,withdrawal,Cape Town,0
TXN02856,USR393,25308.1,2025-03-20 12:00:00,withdrawal,Cape Town,0
TXN02857,USR730,12793.84,2025-03-06 14:00:00,withdrawal,Cape Town,0
TXN02858,USR797,41113.43,2025-03-08 05:00:00,withdrawal,Cape Town,1
TXN02859,USR315,23186.81,2025-03-17 12:00:00,deposit,Nairobi,0
TXN02860,USR781,49493.85,2025-03-02 01:00:00,payment,Nairobi,0
TXN02861,USR402,3948.79,2025-03-25 14:00:00,payment,Lagos,0
TXN02862,USR137,22390.84,2025-03-24 11:00:00,deposit,Nairobi,0
TXN02863,USR633,30368.16,2025-03-27 09:00:00,payment,Lagos,0
TXN02864,USR529,11501.28,2025-03-25 21:00:00,payment,Cape Town,0
TXN02865,USR981,27340.04,2025-03-22 03:00:00,withdrawal,Lagos,0
TXN02866,USR885,27804.55,2025-03-18 02:00:00,deposit,Nairobi,0
TXN02867,USR398,48833.61,2025-03-22 08:00:00,withdrawal,Lagos,0
TXN02868,USR440,48451.39,2025-03-03 11:00:00,payment,Lagos,0
TXN02869,USR873,7311.15,2025-03-30 04:00:00,deposit,Lagos,0
TXN02870,USR720,20710.26,2025-03-29 16:00:00,payment,Nairobi,0
TXN02871,USR893,44527.29,2025-03-25 13:00:00,deposit,Lagos,0
TXN02872,USR855,35907.03,2025-03-12 20:00:00,deposit,Lagos,0
TXN02873,USR745,22758.75,2025-03-05 02:00:00,deposit,Cape Town,0
TXN02874,USR783,33310.8,2025-03-26 17:00:00,withdrawal,Cape Town,0
TXN02875,USR201,35303.62,2025-03-20 01:00:00,deposit,Cape Town,0
TXN02876,USR169,28419.35,2025-03-18 06:00:00,deposit,Nairobi,0
TXN02877,USR514,12375.76,2025-03-06 06:00:00,payment,Nairobi,0
TXN02878,USR384,29760.42,2025-03-28 01:00:00,withdrawal,Nairobi,0
TXN02879,USR609,19768.01,2025-03-24 17:00:00,withdrawal,Cape Town,0
TXN02880,USR942,24598.51,2025-03-29 07:00:00,deposit,Lagos,0
TXN02881,USR101,21198.92,2025-03-28 08:00:00,deposit,Lagos,0
TXN02882,USR170,48800.82,2025-03-04 18:00:00,payment,Cape Town,1
TXN02883,USR409,37543.85,2025-03-13 19:00:00,payment,Cape Town,0
TXN02884,USR347,38701.82,2025-03-02 22:00:00,deposit,Nairobi,1
TXN02885,USR291,26844.62,2025-03-13 23:00:00,withdrawal,Nairobi,0
TXN02886,USR829,27452.94,2025-03-08 06:00:00,deposit,Cape Town,0
TXN02887,USR483,37833.77,2025-03-30 06:00:00,payment,Cape Town,1
TXN02888,USR383,23577.69,2025-03-18 22:00:00,withdrawal,Cape Town,0
TXN02889,USR464,31004.57,2025-03-27 15:00:00,payment,Lagos,0
TXN02890,USR720,14715.92,2025-03-01 12:00:00,payment,Lagos,0
TXN02891,USR166,3224.64,2025-03-07 07:00:00,deposit,Nairobi,0
TXN02892,USR565,17709.3,2025-03-09 12:00:00,deposit,Lagos,0
TXN02893,USR567,24191.87,2025-03-28 10:00:00,payment,Cape Town,0
TXN02894,USR423,8112.95,2025-03-03 10:00:00,withdrawal,Nairobi,0
TXN02895,USR985,22487.99,2025-03-28 04:00:00,deposit,Nairobi,0
TXN02896,USR309,24588.29,2025-03-22 03:00:00,deposit,Lagos,0
TXN02897,USR756,29969.97,2025-03-05 18:00:00,deposit,Lagos,0
TXN02898,USR857,35841.8,2025-03-19 09:00:00,withdrawal,Nairobi,1
TXN02899,USR562,27761.03,2025-03-02 10:00:00,payment,Lagos,0
TXN02900,USR251,13203.46,2025-03-19 15:00:00,deposit,Nairobi,0
TXN02901,USR246,34254.48,2025-03-05 05:00:00,payment,Nairobi,1
TXN02902,USR264,37747.22,2025-03-04 14:00:00,withdrawal,Nairobi,0
TXN02903,USR427,43437.36,2025-03-13 05:00:00,payment,Nairobi,0
TXN02904,USR111,9971.42,2025-03-29 10:00:00,withdrawal,Cape Town,0
TXN02905,USR975,26635.05,2025-03-12 17:00:00,payment,Nairobi,0
TXN02906,USR454,30440.47,2025-03-29 22:00:00,withdrawal,Nairobi,0
TXN02907,USR410,8199.18,2025-03-23 21:00:00,payment,Lagos,0
TXN02908,USR106,7719.36,2025-03-21 20:00:00,payment,Lagos,0
TXN02909,USR108,47567.48,2025-03-15 11:00:00,deposit,Nairobi,0
TXN02910,USR118,34191.4,2025-03-21 21:00:00,deposit,Cape Town,0
TXN02911,USR920,11458.82,2025-03-28 15:00:00,deposit,Lagos,0
TXN02912,USR421,47637.26,2025-03-08 14:00:00,deposit,Nairobi,0
TXN02913,USR359,32119.62,2025-03-10 11:00:00,payment,Nairobi,0
TXN02914,USR211,39301.15,2025-03-13 22:00:00,deposit,Cape Town,0
TXN02915,USR593,17658.23,2025-03-11 22:00:00,payment,Nairobi,0
TXN02916,USR295,48822.67,2025-03-22 02:00:00,withdrawal,Cape Town,0
TXN02917,USR100,13149.21,2025-03-30 22:00:00,withdrawal,Lagos,0
TXN02918,USR174,28127.62,2025-03-28 18:00:00,deposit,Nairobi,0
TXN02919,USR493,34167.98,2025-03-05 20:00:00,withdrawal,Nairobi,0
TXN02920,USR628,45391.05,2025-03-10 01:00:00,withdrawal,Lagos,0
TXN02921,USR602,1595.6,2025-03-25 02:00:00,withdrawal,Nairobi,0
TXN02922,USR653,31818.39,2025-03-25 13:00:00,payment,Nairobi,1
TXN02923,USR101,27252.89,2025-03-25 09:00:00,payment,Cape Town,0
TXN02924,USR719,19810.57,2025-03-07 10:00:00,deposit,Nairobi,0
TXN02925,USR682,36195.23,2025-03-24 15:00:00,payment,Cape Town,0
TXN02926,USR592,12668.39,2025-03-10 05:00:00,payment,Lagos,0
TXN02927,USR310,1035.14,2025-03-12 09:00:00,deposit,Lagos,0
TXN02928,USR351,20900.33,2025-03-30 17:00:00,withdrawal,Lagos,0
TXN02929,USR491,40827.78,2025-03-11 17:00:00,deposit,Nairobi,1
TXN02930,USR823,28238.92,2025-03-26 16:00:00,payment,Lagos,0
TXN02931,USR667,20355.77,2025-03-12 09:00:00,deposit,Nairobi,0
TXN02932,USR470,48490.85,2025-03-12 04:00:00,payment,Nairobi,0
TXN02933,USR557,3224.28,2025-03-18 19:00:00,deposit,Cape Town,0
TXN02934,USR411,33201.05,2025-03-25 23:00:00,payment,Nairobi,0
TXN02935,USR830,49979.96,2025-03-30 03:00:00,payment,Cape Town,0
TXN02936,USR764,3140.88,2025-03-17 20:00:00,payment,Nairobi,0
TXN02937,USR899,6266.78,2025-03-04 05:00:00,withdrawal,Nairobi,0
TXN02938,USR357,44849.73,2025-03-06 08:00:00,payment,Nairobi,0
TXN02939,USR369,49295.56,2025-03-14 02:00:00,withdrawal,Nairobi,0
TXN02940,USR600,4082.41,2025-03-25 15:00:00,withdrawal,Lagos,0
TXN02941,USR336,42896.95,2025-03-11 05:00:00,withdrawal,Cape Town,1
TXN02942,USR677,28458.19,2025-03-10 12:00:00,payment,Lagos,0
TXN02943,USR454,10542.64,2025-03-06 04:00:00,deposit,Lagos,0
TXN02944,USR726,49014.32,2025-03-27 06:00:00,deposit,Lagos,0
TXN02945,USR182,2261.17,2025-03-26 19:00:00,deposit,Nairobi,0
TXN02946,USR528,7906.15,2025-03-23 18:00:00,deposit,Cape Town,0
TXN02947,USR544,45434.74,2025-03-27 12:00:00,deposit,Cape Town,1
TXN02948,USR821,37134.14,2025-03-10 03:00:00,deposit,Lagos,1
TXN02949,USR912,10926.49,2025-03-08 00:00:00,withdrawal,Lagos,0
TXN02950,USR237,42964.97,2025-03-11 09:00:00,withdrawal,Cape Town,1
TXN02951,USR100,13115.62,2025-03-05 23:00:00,deposit,Cape Town,1
TXN02952,USR901,4580.44,2025-03-04 06:00:00,deposit,Nairobi,0
TXN02953,USR410,18030.04,2025-03-16 15:00:00,withdrawal,Nairobi,0
TXN02954,USR780,11229.35,2025-03-05 13:00:00,withdrawal,Lagos,0
TXN02955,USR419,19429.64,2025-03-30 13:00:00,payment,Cape Town,0
TXN02956,USR490,9611.63,2025-03-14 00:00:00,deposit,Nairobi,0
TXN02957,USR663,39563.4,2025-03-10 22:00:00,withdrawal,Lagos,0
TXN02958,USR795,37891.23,2025-03-10 07:00:00,payment,Nairobi,1
TXN02959,USR880,27638.16,2025-03-04 23:00:00,withdrawal,Nairobi,0
TXN02960,USR660,46893.16,2025-03-29 05:00:00,deposit,Lagos,0
TXN02961,USR221,18343.82,2025-03-27 16:00:00,deposit,Cape Town,0
TXN02962,USR176,13868.54,2025-03-11 06:00:00,deposit,Lagos,0
TXN02963,USR696,21571.9,2025-03-10 05:00:00,withdrawal,Cape Town,0
TXN02964,USR767,21628.24,2025-03-21 10:00:00,payment,Lagos,0
TXN02965,USR108,47193.11,2025-03-16 01:00:00,withdrawal,Lagos,0
TXN02966,USR845,43864.94,2025-03-11 20:00:00,withdrawal,Nairobi,0
TXN02967,USR138,11554.04,2025-03-28 08:00:00,withdrawal,Cape Town,0
TXN02968,USR831,48700.2,2025-03-19 15:00:00,payment,Nairobi,0
TXN02969,USR984,5156.87,2025-03-13 13:00:00,withdrawal,Cape Town,0
TXN02970,USR803,2907.68,2025-03-11 10:00:00,withdrawal,Cape Town,0
TXN02971,USR742,35563.63,2025-03-02 03:00:00,deposit,Nairobi,1
TXN02972,USR918,41197.0,2025-03-21 08:00:00,deposit,Nairobi,1
TXN02973,USR654,8566.31,2025-03-21 10:00:00,deposit,Nairobi,0
TXN02974,USR440,15538.22,2025-03-29 10:00:00,withdrawal,Nairobi,0
TXN02975,USR959,18171.59,2025-03-19 03:00:00,payment,Nairobi,0
TXN02976,USR400,41949.87,2025-03-18 06:00:00,payment,Cape Town,1
TXN02977,USR383,10063.23,2025-03-24 19:00:00,deposit,Lagos,0
TXN02978,USR481,17504.93,2025-03-09 05:00:00,deposit,Nairobi,0
TXN02979,USR165,2942.57,2025-03-29 10:00:00,withdrawal,Cape Town,0
TXN02980,USR747,45661.54,2025-03-07 05:00:00,payment,Cape Town,1
TXN02981,USR934,21875.36,2025-03-22 00:00:00,payment,Nairobi,0
TXN02982,USR507,42753.15,2025-03-08 08:00:00,withdrawal,Lagos,0
TXN02983,USR158,8345.7,2025-03-05 19:00:00,withdrawal,Lagos,0
